category,name,guid,nickname,description,type,library
Curve,Divide By Deviation,6e9c0577-ae4a-4b21-8880-0ec3daf3eb4d,DivideDev,Divide a curve into segments with equal deviation,VectorComponents.DivisionComponents.Component_DivideCurveDeviation,Vector Components
Curve,Divide Curve,2162e72e-72fc-4bf8-9459-d4d82fa8aa14,Divide,Divide a curve into equal length segments,VectorComponents.DivisionComponents.Component_DivideCurve,Vector Components
Curve,Divide Distance,1e531c08-9c80-46d6-8850-1b50d1dae69f,DivDist,Divide a curve with a preset distance between points,VectorComponents.DivisionComponents.Component_DivideCurveDistance,Vector Components
Curve,Divide Length,fdc466a9-d3b8-4056-852a-09dba0f74aca,DivLength,Divide a curve into segments with a preset length,VectorComponents.DivisionComponents.Component_DivideCurveLength,Vector Components
Curve,Ellipse,46b5564d-d3eb-4bf1-ae16-15ed132cfd88,Ellipse,Create an ellipse defined by base plane and two radii.,CurveComponents.Component_Ellipse,Curve Components
Curve,End Points,11bbd48b-bb0a-4f1b-8167-fa297590390d,End,Extract the end points of a curve.,AnalysisComponents.Component_EndPoints,Curve Components
Curve,Evaluate Curve,fc6979e4-7e91-4508-8e05-37c680779751,Eval,Evaluate a curve at the specified parameter.,AnalysisComponents.Component_EvaluateCurve,Curve Components
Curve,Evaluate Length,6b021f56-b194-4210-b9a1-6cef3b7d0848,Eval,Evaluate a curve at a certain factor along its length. Lengt,AnalysisComponents.Component_ArcLengthPoint,Curve Components
Curve,Explode,afb96615-c59a-45c9-9cac-e27acb1c7ca0,Explode,Explode a curve into smaller segments.,AnalysisComponents.Component_ExplodeCurve,Curve Components
Curve,Extend Curve,62cc9684-6a39-422e-aefa-ed44643557b9,Ext,Extend a curve by a specified distance.,CurveComponents.Component_ExtendCurve,Curve Components
Curve,Extremes,ebd6c758-19ae-4d74-aed7-b8a0392ff743,X-tremez,Find the extremes (highest and lowest points) on a curve.,AnalysisComponents.Component_CurveExtremes,Curve Components
Curve,Fillet,2f407944-81c3-4062-a485-276454ec4b8c,Fillet,Fillet the sharp corners of a curve.,CurveComponents.Component_FilletCorners,Curve Components
Curve,Fillet,c92cdfc8-3df8-4c4e-abc1-ede092a0aa8a,Fillet,Fillet a curve at a parameter.,CurveComponents.Component_FilletCurve,Curve Components
Curve,Fillet Distance,6fb21315-a032-400e-a80f-248687f5507f,Fillet,Fillet the sharp corners of a curve by distance.,CurveComponents.Component_FilletCornersDistance,Curve Components
Curve,Fit Curve,a3f9f19e-3e6c-4ac7-97c3-946de32c3e8e,Fit,Fit a curve along another curve.,CurveComponents.Component_FitCurve,Curve Components
Curve,Fit Line,1f798a28-9de6-47b5-8201-cac57256b777,FLine,Fit a line to a collection of points.,CurveComponents.Component_LineFitPoints,Curve Components
Curve,Flip Curve,22990b1f-9be6-477c-ad89-f775cd347105,Flip,Flip a curve using an optional guide curve.,CurveComponents.Component_FlipCurve,Curve Components
Curve,Geodesic,ce5963b4-1cea-4f71-acd2-a3c28ab85662,Geodesic,Construct a surface geodesic between two points.,CurveComponents.Component_ShortPath,Curve Components
Curve,Horizontal Frame,c048ad76-ffcd-43b1-a007-4dd1b2373326,HFrame,Get a horizontally aligned frame along a curve at a specifie,VectorComponents.DivisionComponents.Component_CurveFrameHorizontal,Vector Components
Curve,Horizontal Frames,8d058945-ce47-4e7c-82af-3269295d7890,HFrames,"Generate a number of equally spaced, horizontally aligned cu",VectorComponents.DivisionComponents.Component_CurveFramesHorizontal,Vector Components
Curve,InCircle,28b1c4d4-ab1c-4309-accd-1b7a954ed948,InCircle,Create the incircle of a triangle.,CurveComponents.Component_InCircle,Curve Components
Curve,InEllipse,679a9c6a-ab97-4c20-b02c-680f9a9a1a44,InEllipse,Create the inscribed ellipse (Steiner ellipse) of a triangle,CurveComponents.Component_InEllipse,Curve Components
Curve,Interpolate,2b2a4145-3dff-41d4-a8de-1ea9d29eef33,IntCrv,Create an interpolated curve through a set of points.,CurveComponents.Component_InterpCurve,Curve Components
Curve,Interpolate (t),75eb156d-d023-42f9-a85e-2f2456b8bcce,IntCrv(t),Create an interpolated curve through a set of points with ta,CurveComponents.Component_InterpCurveWithTangents,Curve Components
Curve,Iso Curve,d1d57181-d594-41e8-8efb-041e29f8a5ca,Iso,Construct {uv} isocurves on a surface.,CurveComponents.Component_IsoCurve,Curve Components
Curve,Join Curves,8073a420-6bec-49e3-9b18-367f6fd76ac3,Join,Join as many curves as possible,CurveComponents.Component_JoinCurves,Curve Components
Curve,Kinky Curve,6f0993e8-5f2f-4fc0-bd73-b84bc240e78e,KinkCrv,Construct an interpolated curve through a set of points with,CurveComponents.Component_KinkyCurve,Curve Components
Curve,Knot Vector,846470bd-4918-4d00-9388-7e022b2cba73,Knots,Construct a nurbs curve knot vector.,CurveComponents.Component_NurbsKnotVector,Curve Components
Curve,Length,c75b62fa-0a33-4da7-a5bd-03fd0068fd93,Len,Measure the length of a curve.,AnalysisComponents.Component_Length,Curve Components
Curve,Length Domain,188edd02-14a9-4828-a521-34995b0d1e4a,LenD,Measure the length of a curve subdomain.,AnalysisComponents.Component_LengthDomain,Curve Components
Curve,Length Parameter,a1c16251-74f0-400f-9e7c-5e379d739963,LenP,Measure the length of a curve to and from a parameter.,AnalysisComponents.Component_LengthParameter,Curve Components
Curve,Line,4c4e56eb-2f04-43f9-95a3-cc46a14f495a,Ln,Create a line between two points.,CurveComponents.Component_Line,Curve Components
Curve,Line 2Plane,510c4a63-b9bf-42e7-9d07-9d71290264da,Ln2Pl,Create a line between two planes.,CurveComponents.Component_Line2Plane,Curve Components
Curve,Line 4Pt,b9fde5fa-d654-4306-8ee1-6b69e6757604,Ln4Pt,Create a line from four points.,CurveComponents.Component_Line4Pt,Curve Components
Curve,Line SDL,4c619bc9-39fd-4717-82a6-1e07ea237bbe,Line,"Create a line segment defined by start point, tangent and le",CurveComponents.Component_LineSDL,Curve Components
Curve,Match Curve,282bf4eb-668a-4a2c-81af-2432ac863ddd,MatchCrv,Match two curves.,CurveComponents.Component_MatchCurve,Curve Components
Curve,Modified Arc,9d8dec9c-3fd1-481c-9c3d-75ea5e15eb1a,ModArc,Create an arc based on another arc.,CurveComponents.Component_Arc2,Curve Components
Curve,Nurbs Curve,dde71aef-d6ed-40a6-af98-6b0673983c82,Nurbs,Construct a nurbs curve from control points.,CurveComponents.Component_Curve,Curve Components
Curve,Nurbs Curve PWK,1f8e1ff7-8278-4421-b39d-350e71d85d37,NurbCrv,"Construct a nurbs curve from control points, weights and kno",CurveComponents.Component_NurbsCurve,Curve Components
Curve,Offset Curve,1a38d325-98de-455c-93f1-bca431bc1243,Offset,Offset a curve with a specified distance.,CurveComponents.Component_OffsetCurve,Curve Components
Curve,Offset Curve Loose,80e55fc2-933b-4bfb-a353-12358786dba8,Offset (L),Offset the control-points of a curve with a specified distan,CurveComponents.Component_OffsetCurveLoose,Curve Components
Curve,Offset Loose 3D,c6fe61e7-25e2-4333-9172-f4e2a123fcfe,Offset (3D),Offset the control-points of a curve with a specified distan,CurveComponents.Component_OffsetCurveLoose3D,Curve Components
Curve,Offset Polyline,e2c6cab3-91ea-4c01-900c-646642d3e436,OP,Offset a 2D polyline,CurveComponents.Offset.OffsetPolylineComponent,Curve Components
Curve,Offset on Srf,b6f5cb51-f260-4c74-bf73-deb47de1bf91,OffsetS,Offset a curve on a surface with a specified distance.,CurveComponents.Component_OffsetCurveOnSurface,Curve Components
Curve,Perp Frame,69f3e5ee-4770-44b3-8851-ae10ae555398,PFrame,Solve the perpendicular (zero-twisting) frame at a specified,VectorComponents.DivisionComponents.Component_CurvePerpFrame,Vector Components
Curve,Perp Frames,983c7600-980c-44da-bc53-c804067f667f,PFrames,"Generate a number of equally spaced, perpendicular frames al",VectorComponents.DivisionComponents.Component_CurvePerpFrames,Vector Components
Curve,Planar,5816ec9c-f170-4c59-ac44-364401ff84cd,Planar,Test a curve for planarity.,AnalysisComponents.Component_Planar,Curve Components
Curve,Point In Curve,a72b0bd3-c7a7-458e-875d-09ae1624638c,InCurve,Test a point for closed curve containment.,AnalysisComponents.Component_PointInRegion,Curve Components
Curve,Point On Curve,7f6a9d34-0470-4bb7-aadd-07496bcbe572,CurvePoint,Evaluates a curve at a specific location,CurveComponents.Component_CurvePointAt,Curve Components
Curve,Point in Curves,0b04e8b9-00d7-47a7-95c3-0d51e654fe88,InCurves,Test a point for multiple closed curve containment.,AnalysisComponents.Component_PointInRegions,Curve Components
Curve,PolyArc,7159ef59-e4ef-44b8-8cb2-91231e278292,PArc,Create a polycurve consisting of arc and line segments.,CurveComponents.Component_PolyArc,Curve Components
Curve,PolyLine,71b5b089-500a-4ea6-81c5-2f960441a0e8,PLine,Create a polyline connecting a number of points.,CurveComponents.Component_Polyline,Curve Components
Curve,Polygon,845527a6-5cea-4ae9-a667-96ae1667a4e8,Polygon,Create a polygon with optional round edges.,CurveComponents.Component_Polygon,Curve Components
Curve,Polygon Center,59e94548-cefd-4774-b3de-48142fc783fb,PCen,Find the center point (average) for a polyline.,AnalysisComponents.Component_PolygonCenterPoint,Curve Components
Curve,Polygon Edge,f4568ce6-aade-4511-8f32-f27d8a6bf9e9,PolEdge,Create a polygon from a single edge.,CurveComponents.Component_PolygonEdge,Curve Components
Curve,Polyline Collapse,be298882-28c9-45b1-980d-7192a531c9a9,PCol,Collapse short segments in a polyline curve.,CurveComponents.Component_CollapsePolylineSegments,Curve Components
Curve,Project,d7ee52ff-89b8-4d1a-8662-3e0dd391d0af,Project,Project a curve onto a Brep.,CurveComponents.Component_ProjectCurve,Curve Components
Curve,Pull Curve,6b5812f5-bb36-4d74-97fc-5a1f2f77452d,Pull,Pull a curve onto a surface.,CurveComponents.Component_PullCurve,Curve Components
Curve,Rebuild Curve,9333c5b3-11f9-423c-bbb5-7e5156430219,ReB,Rebuild a curve with a specific number of control-points.,CurveComponents.Component_RebuildCurve,Curve Components
Curve,Rectangle,d93100b6-d50b-40b2-831a-814659dc38e3,Rectangle,Create a rectangle on a plane,CurveComponents.Component_Rectangle,Curve Components
Curve,Rectangle 2Pt,575660b1-8c79-4b8d-9222-7ab4a6ddb359,Rec 2Pt,Create a rectangle from a base plane and two points,CurveComponents.Component_Rectangle2Pt,Curve Components
Curve,Rectangle 3Pt,9bc98a1d-2ecc-407e-948a-09a09ed3e69d,Rec 3Pt,Create a rectangle from three points,CurveComponents.Component_Rectangle3Pt,Curve Components
Curve,Reduce,884646c3-0e70-4ad1-90c5-42601ee26450,RedPLine,Reduce a polyline by removing least significant vertices.,CurveComponents.Component_ReducePolyline,Curve Components
Curve,Seam,42ad8dc1-b0c0-40df-91f5-2c46e589e6c2,Seam,Adjust the seam of a closed curve.,CurveComponents.Component_CurveSeam,Curve Components
Curve,Segment Lengths,f88a6cd9-1035-4361-b896-4f2dfe79272d,LenSeg,Finds the shortest and longest segments of a curve.,AnalysisComponents.Component_CurveSegmentLengths,Curve Components
Curve,Shatter,2ad2a4d4-3de1-42f6-a4b8-f71835f35710,Shatter,Shatter a curve into segments.,CurveComponents.Component_ShatterCurve,Curve Components
Curve,Simplify Curve,922dc7e5-0f0e-4c21-ae4b-f6a8654e63f6,Simplify,Simplify a curve.,CurveComponents.Component_SimplifyCurve,Curve Components
Curve,Smooth Polyline,5c5fbc42-3e1d-4081-9cf1-148d0b1d9610,SmoothPLine,Smooth the vertices of a polyline curve.,CurveComponents.Component_SmoothPolyline,Curve Components
Curve,Sub Curve,429cbba9-55ee-4e84-98ea-876c44db879a,SubCrv,Construct a curve from the sub-domain of a base curve.,CurveComponents.Component_SubCurve,Curve Components
Curve,Swing Arc,3edc4fbd-24c6-43de-aaa8-5bdf0704373d,Swing,Create a polycurve consisting of arcs defined by center poin,CurveComponents.Component_SwingArc,Curve Components
Curve,Tangent Arcs,f1c0783b-60e9-42a7-8081-925bc755494c,TArc,Create tangent arcs between circles,CurveComponents.Component_TangentArcs,Curve Components
Curve,Tangent Curve,f73498c5-178b-4e09-ad61-73d172fa6e56,TanCurve,Create a curve through a set of points with tangents.,CurveComponents.Component_InterpTangentialCurve,Curve Components
Curve,Tangent Lines,ea0f0996-af7a-481d-8099-09c041e6c2d5,Tan,Create tangent lines between a point and a circle,CurveComponents.Component_TangentLines,Curve Components
Curve,Tangent Lines (Ex),d6d68c93-d00f-4cd5-ba89-903c7f6be64c,TanEx,Create external tangent lines between circles,CurveComponents.Component_TangentLinesEx,Curve Components
Curve,Tangent Lines (In),e0168047-c46a-48c6-8595-2fb3d8574f23,TanIn,Create internal tangent lines between circles,CurveComponents.Component_TangentLinesIn,Curve Components
Curve,Torsion,dbe9fce4-b6b3-465f-9615-34833c4763bd,Torsion,Evaluate the torsion of a curve at a specified parameter.,AnalysisComponents.Component_CurveTorsion,Curve Components
Curve,Tween Curve,139619d2-8b18-47b6-b3b9-bf4fec0d6eb1,TweenCrv,Tween between two curves.,CurveComponents.Component_TweenCurves,Curve Components
Curve,TwoByFourJam,c21e7bd5-b1f2-4448-ac56-206f98f90aa7,2x4 Jam,Jam a two-by-four into a crooked room,CurveComponents.ComponentTwoByFourJam,Curve Components
Display,Aligned Dimension,3de3d3a0-1a1b-488c-b3d9-3fba0fdf07a8,AlignDim,Create a distance annotation between two points,DimensionComponents.Component_AlignedDimension,Curve Components
Display,Angular Dimension,fc6b519e-df6d-4ce1-a1f4-083f1c217c14,AngleDim,Create an angle annotation between points.,DimensionComponents.Component_AngularSimpleDimension,Curve Components
Display,Angular Dimensions (Mesh),91f3bde5-26e6-432e-a5fe-a2938b2a94f9,AngleDimMesh,Create angle annotations for all mesh corners.,DimensionComponents.Component_MeshAngularDimension,Curve Components
Display,Arc Dimension,1bd97813-4fec-4453-9645-4ac920844f9d,ArcDim,Create an angle annotation based on an arc.,DimensionComponents.Component_AngularArcDimension,Curve Components
Display,Bar Graph,e1905a16-da43-4705-bd65-41d34328c4e6,Bar Graph,Bar graph representation of a set of numbers,Grasshopper.Kernel.Special.GH_BarGraph,Grasshopper
Display,Circular Dimension,7e9489e0-122d-401a-aba8-f1dae0217c40,CircleDim,Create an angle annotation projected to a circle.,DimensionComponents.Component_AngularCircleDimension,Curve Components
Display,Cloud Display,059b72b0-9bb3-4542-a805-2dcd27493164,Cloud,Draw a collection of points as a fuzzy cloud,VectorComponents.PointComponents.Component_CloudDisplay,Vector Components
Display,Colour CMYK,17af01a5-a846-4769-9478-de1df65a0afa,CMYK,Create a colour from floating point {CMYK} channels.,MathComponents.ColourComponents.Component_ColourCMYK,Math Components
Display,Colour HSL,a45d68b3-c299-4b17-bdae-7975f216cec6,HSL,Create a colour from floating point {HSL} channels.,MathComponents.ColourComponents.Component_ColourHSL,Math Components
Display,Colour HSV,5958a658-20c2-4a2b-86ba-4d1b81bf5348,HSV,Create a colour from floating point {HSV} channels.,MathComponents.ColourComponents.Component_ColourHSV,Math Components
Display,Colour L*ab,f922ed44-6e4a-44a0-8b4b-4b4a46bdfe29,L*AB,Create a colour from floating point {CIE L*ab} channels.,MathComponents.ColourComponents.Component_ColourLAB,Math Components
Display,Colour LCH,75a07554-8a2c-4d87-81b9-d854f498509d,LCH,Create a colour from floating point {CIE LCH} channels.,MathComponents.ColourComponents.Component_ColourLCH,Math Components
Display,Colour RGB,49d2e200-b34e-4e1c-82a3-07feb4cb9378,RGB,Create a colour from {RGB} channels.,MathComponents.ColourComponents.Component_ColourRGB,Math Components
Display,Colour RGB (f),f35132c0-c298-4b9c-b446-42e960f52677,fRGB,Create a colour from floating point {RGB} channels.,MathComponents.ColourComponents.Component_ColourRGB_Fractional,Math Components
Display,Colour XYZ,77185dc2-2f18-469d-9686-00f5b6049195,XYZ,Create a colour from floating point {XYZ} channels (CIE 1931,MathComponents.ColourComponents.Component_ColourXYZ,Math Components
Display,Create Material,76975309-75a6-446a-afed-f8653720a9f2,Material,Create an OpenGL material.,MathComponents.ColourComponents.Component_CreateOGLMaterial,Math Components
Display,Custom Curve Preview,eeb8f5d3-2c5e-46bd-a368-10f0f9576fe9,Curve Preview,Custom Curve Preview,IOComponents.Rhinoceros.Display.Component_CustomCurveDisplay,IO Components
Display,Custom Preview,537b0419-bbc2-4ff4-bf08-afe526367b2c,Preview,Allows for customized geometry previews,Grasshopper.Kernel.Components.GH_CustomPreviewComponent,Grasshopper
Display,Deconstruct Material,38e8f2e0-b77e-4fca-a503-1ca350dd8791,DMaterial,Deconstruct a display material (ie. shader) into its various,MathComponents.ColourComponents.Component_DeconstructOGLMaterial,Math Components
Display,Dot Display,6b1bd8b2-47a4-4aa6-a471-3fd91c62a486,Dots,Draw a collection of coloured dots,VectorComponents.PointComponents.Component_DotDisplay,Vector Components
Display,Fancy Curves,da959126-6d4b-48fd-a51c-56bebba2c2a4,Fancy Curves,Test new curve options,CurveComponents.TestFancyCurvesComponent,Curve Components
Display,Gradient Hatch,6ce90407-9eac-4a1a-a81a-949b601f18f3,GHatch,Create a gradient hatch,HatchComponents.GradientHatchComponent,Curve Components
Display,Image Gallery,54ab3f01-a769-4742-a7bf-cec48a1acb6f,Gallery,Display a sequence of images,OtherComponents.ImageGallery,Curve Components
Display,Legend,f6867cdd-2216-4451-9134-7da94bdcd5af,Legend,Display a legend consisting of Tags and Colours,Grasshopper.Kernel.Special.GH_Legend,Grasshopper
Display,Line Dimension,d78f026a-0109-4bcc-bf91-d08475711466,LineDim,Create a distance annotation along a line.,DimensionComponents.Component_LineDimension,Curve Components
Display,Linear Dimension,5018bf8d-8566-4917-a6e3-5a623bda8079,LinearDim,"Create a distance annotation between points, projected to a",DimensionComponents.Component_LinearDimension,Curve Components
Display,Make2D,96e40f6b-ba46-4102-bf15-ebf90471f4a0,Make2D,Create a hidden line drawing from geometry,CurveComponents.Make2DComponent,Curve Components
Display,Make2D Parallel View,3fc08088-d75d-43bc-83cc-7a654f156cb7,M2D Parallel,Define a parallel view for a Make2D solution,CurveComponents.Make2DParallelViewComponent,Curve Components
Display,Make2D Perspective View,33359c6d-984e-42f3-a869-0c3364ab33b6,M2D Perspective,Define a perspective view for a Make2D solution,CurveComponents.Make2DPerspectiveComponent,Curve Components
Display,Make2D Rhino View,4ac24770-e38b-4363-be38-551a3b134707,M2D Rhino,Import a Rhino view for a Make2D solution,CurveComponents.Make2DNamedViewComponent,Curve Components
Display,Marker Dimension,c5208969-16f9-48af-8a86-e500c033fb76,MarkDim,Create a text annotation at a point,DimensionComponents.Component_MarkerDimension,Curve Components
Display,Pattern Hatch,5f9e4549-8135-4a90-97c8-8a34bf05e99a,PHatch,Create a patterned hatch,HatchComponents.PatternHatchComponent,Curve Components
Display,Pie Chart,952c2bcc-b5ec-480a-a0d7-27f016632e33,Pie,Displays a set of text fragments as a pie chart,Grasshopper.Kernel.Special.GH_PieChart,Grasshopper
Display,Point List,1f18e802-4ab9-444f-bf3c-3e7e421a2acf,Points,Displays the indices in lists of points,Grasshopper.Kernel.Components.GH_PointListComponent,Grasshopper
Display,Point List,cc14daa5-911a-4fcc-8b3b-1149bf7f2eeb,Points,Displays details about lists of points,DimensionComponents.Component_PointListDisplay,Curve Components
Display,Point Order,0ad9f1ab-2204-45bb-b282-474469e2fa7b,Order,Displays the order of a list of points,DimensionComponents.Component_PointOrderDisplay,Curve Components
Display,Quick Graph,2b69bf71-4e69-43aa-b7be-4f6ce7e45bef,Graph,Display a set of y-values as a graph,Grasshopper.Kernel.Special.GH_QuickGraph,Grasshopper
Display,Serial Dimension,7dd42002-75bb-4f41-857f-472a140b3b28,SerialDim,"Create a distance annotation between multiple points, projec",DimensionComponents.Component_SerialDimension,Curve Components
Display,Split AHSL,0a1331c8-c58d-4b3f-a886-47051532e35e,AHSL,Split a colour into floating point {AHSL} channels,MathComponents.ColourComponents.Component_ColourSplitAHSL,Math Components
Display,Split AHSV,d84d2c2a-2813-4667-afb4-46642581e5f9,AHSV,Split a colour into floating point {AHSV} channels,MathComponents.ColourComponents.Component_ColourSplitAHSV,Math Components
Display,Split ARGB,350f7d03-a48f-4121-bcee-328cfe1ed9ef,ARGB,Split a colour into floating point {ARGB} channels.,MathComponents.ColourComponents.Component_ColourSplitARGB,Math Components
Display,Symbol (Advanced),e5c82975-8011-412c-b56d-bb7fc9e7f28d,SymAdv,Advanced symbol display properties,FieldComponents.Component_CreateAdvancedPointShaderDisplay,Field Components
Display,Symbol (Simple),79747717-1874-4c34-b790-faef53b50569,SymSim,Simple symbol display properties,FieldComponents.Component_CreateSimplePointShaderDisplay,Field Components
Display,Symbol Display,62d5ead4-53c4-4d0b-b5ce-6bd6e0850ab8,Symbol,Display symbols,FieldComponents.Component_SymbolDisplay,Field Components
Display,Test Crash,f3c769fd-aa9b-4695-a1ce-3ad4c53d1440,Test Crash,Test crashing of GH,CurveComponents.TestCrashComponent,Curve Components
Display,Text Tag,3b220754-4114-4170-b6c3-b286b86ed524,Tag,Represents a list of text tags in a Rhino viewport,Grasshopper.Kernel.Components.GH_TextTagComponent,Grasshopper
Display,Text Tag 3D,5a41528b-12b9-40dc-a3f2-842034d267c4,Tag,Represents a list of 3D text tags in a Rhino viewport,Grasshopper.Kernel.Components.GH_TextTag3DComponent,Grasshopper
